Datetime,Open,High,Low,Close,Adj Close,Volume
2020-08-28 00:00:00+01:00,1.0745799541473389,1.0747499465942383,1.0742100477218628,1.0746999979019165,1.0746999979019165,0
2020-08-28 00:01:00+01:00,1.074620008468628,1.0746999979019165,1.0743000507354736,1.0744999647140503,1.0744999647140503,0
2020-08-28 00:02:00+01:00,1.0746099948883057,1.0746099948883057,1.0742499828338623,1.0744999647140503,1.0744999647140503,0
2020-08-28 00:03:00+01:00,1.074530005455017,1.0746999979019165,1.0743900537490845,1.0745099782943726,1.0745099782943726,0
2020-08-28 00:04:00+01:00,1.0745400190353394,1.0746999979019165,1.074139952659607,1.0745699405670166,1.0745699405670166,0
2020-08-28 00:05:00+01:00,1.0745699405670166,1.0746999979019165,1.0743000507354736,1.074620008468628,1.074620008468628,0
2020-08-28 00:06:00+01:00,1.0744999647140503,1.0749000310897827,1.0741499662399292,1.0743900537490845,1.0743900537490845,0
2020-08-28 00:07:00+01:00,1.0745199918746948,1.0749000310897827,1.0743000507354736,1.0745799541473389,1.0745799541473389,0
2020-08-28 00:08:00+01:00,1.0744999647140503,1.0749000310897827,1.0741599798202515,1.0746300220489502,1.0746300220489502,0
2020-08-28 00:09:00+01:00,1.0744999647140503,1.0749000310897827,1.0743000507354736,1.0745899677276611,1.0745899677276611,0
2020-08-28 00:10:00+01:00,1.0745799541473389,1.0746999979019165,1.0741300582885742,1.0745999813079834,1.0745999813079834,0
2020-08-28 00:11:00+01:00,1.0744999647140503,1.0746300220489502,1.0743800401687622,1.0744999647140503,1.0744999647140503,0
2020-08-28 00:12:00+01:00,1.074530005455017,1.0746099948883057,1.0741300582885742,1.0744999647140503,1.0744999647140503,0
2020-08-28 00:13:00+01:00,1.0745400190353394,1.0745999813079834,1.0743999481201172,1.0744199752807617,1.0744199752807617,0
2020-08-28 00:14:00+01:00,1.0745400190353394,1.0745999813079834,1.0741499662399292,1.0744999647140503,1.0744999647140503,0
2020-08-28 00:15:00+01:00,1.0745500326156616,1.0748000144958496,1.0744099617004395,1.0745899677276611,1.0745899677276611,0
2020-08-28 00:16:00+01:00,1.0745600461959839,1.0746999979019165,1.0741599798202515,1.0744199752807617,1.0744199752807617,0
2020-08-28 00:17:00+01:00,1.0744999647140503,1.0747100114822388,1.0743999481201172,1.0744999647140503,1.0744999647140503,0
2020-08-28 00:18:00+01:00,1.0746999979019165,1.0746999979019165,1.0742199420928955,1.074620008468628,1.074620008468628,0
2020-08-28 00:19:00+01:00,1.0746400356292725,1.0746999979019165,1.0744800567626953,1.0746500492095947,1.0746500492095947,0
2020-08-28 00:20:00+01:00,1.0746500492095947,1.0747100114822388,1.0742000341415405,1.0743000507354736,1.0743000507354736,0
2020-08-28 00:21:00+01:00,1.0745799541473389,1.0746999979019165,1.0743000507354736,1.0744999647140503,1.0744999647140503,0
2020-08-28 00:22:00+01:00,1.0745699405670166,1.0746099948883057,1.074139952659607,1.0744999647140503,1.0744999647140503,0
2020-08-28 00:23:00+01:00,1.074489951133728,1.0746999979019165,1.0742000341415405,1.0744999647140503,1.0744999647140503,0
2020-08-28 00:24:00+01:00,1.0744999647140503,1.0745999813079834,1.074180006980896,1.0743999481201172,1.0743999481201172,0
2020-08-28 00:25:00+01:00,1.0744500160217285,1.0745500326156616,1.0742000341415405,1.0745099782943726,1.0745099782943726,0
2020-08-28 00:26:00+01:00,1.0745099782943726,1.0745999813079834,1.0741000175476074,1.0745099782943726,1.0745099782943726,0
2020-08-28 00:27:00+01:00,1.0745199918746948,1.0745999813079834,1.07437002658844,1.0745999813079834,1.0745999813079834,0
2020-08-28 00:28:00+01:00,1.0743999481201172,1.0749000310897827,1.0742100477218628,1.074620008468628,1.074620008468628,0
2020-08-28 00:29:00+01:00,1.0745899677276611,1.0746999979019165,1.0743000507354736,1.074530005455017,1.074530005455017,0
2020-08-28 00:30:00+01:00,1.0743499994277954,1.0745999813079834,1.074120044708252,1.0745400190353394,1.0745400190353394,0
2020-08-28 00:31:00+01:00,1.0745600461959839,1.0746099948883057,1.0743000507354736,1.0744999647140503,1.0744999647140503,0
2020-08-28 00:32:00+01:00,1.0745899677276611,1.0748000144958496,1.0741499662399292,1.0744999647140503,1.0744999647140503,0
2020-08-28 00:33:00+01:00,1.0744999647140503,1.0746300220489502,1.0743000507354736,1.0744600296020508,1.0744600296020508,0
2020-08-28 00:34:00+01:00,1.0746099948883057,1.0746999979019165,1.0741900205612183,1.0746300220489502,1.0746300220489502,0
2020-08-28 00:35:00+01:00,1.0746099948883057,1.0746999979019165,1.0743999481201172,1.074679970741272,1.074679970741272,0
2020-08-28 00:36:00+01:00,1.074679970741272,1.0747400522232056,1.0742900371551514,1.0743999481201172,1.0743999481201172,0
2020-08-28 00:37:00+01:00,1.074620008468628,1.0746899843215942,1.0743999481201172,1.074679970741272,1.074679970741272,0
2020-08-28 00:38:00+01:00,1.0746599435806274,1.074720025062561,1.0741699934005737,1.0746400356292725,1.0746400356292725,0
2020-08-28 00:39:00+01:00,1.0746599435806274,1.0747100114822388,1.0743999481201172,1.0746500492095947,1.0746500492095947,0
2020-08-28 00:40:00+01:00,1.0746400356292725,1.0746999979019165,1.0743000507354736,1.0743000507354736,1.0743000507354736,0
2020-08-28 00:41:00+01:00,1.0745799541473389,1.0746099948883057,1.0743000507354736,1.0745600461959839,1.0745600461959839,0
2020-08-28 00:42:00+01:00,1.0745600461959839,1.074620008468628,1.0741100311279297,1.0745699405670166,1.0745699405670166,0
2020-08-28 00:43:00+01:00,1.0745500326156616,1.0745999813079834,1.0743999481201172,1.074429988861084,1.074429988861084,0
2020-08-28 00:44:00+01:00,1.0744199752807617,1.0746300220489502,1.0741699934005737,1.074620008468628,1.074620008468628,0
2020-08-28 00:45:00+01:00,1.0746099948883057,1.074620008468628,1.0744600296020508,1.0744999647140503,1.0744999647140503,0
2020-08-28 00:46:00+01:00,1.0745600461959839,1.074620008468628,1.074180006980896,1.0746099948883057,1.0746099948883057,0
2020-08-28 00:47:00+01:00,1.0745999813079834,1.0746400356292725,1.0743000507354736,1.0744999647140503,1.0744999647140503,0
2020-08-28 00:48:00+01:00,1.0743999481201172,1.0745999813079834,1.074139952659607,1.0743999481201172,1.0743999481201172,0
2020-08-28 00:49:00+01:00,1.074530005455017,1.0746599435806274,1.0743900537490845,1.0745699405670166,1.0745699405670166,0
2020-08-28 00:50:00+01:00,1.074470043182373,1.0745999813079834,1.0741300582885742,1.0745400190353394,1.0745400190353394,0
2020-08-28 00:51:00+01:00,1.0745400190353394,1.0745999813079834,1.0743999481201172,1.0744199752807617,1.0744199752807617,0
2020-08-28 00:52:00+01:00,1.0745799541473389,1.0746300220489502,1.074180006980896,1.0745799541473389,1.0745799541473389,0
2020-08-28 00:53:00+01:00,1.0744999647140503,1.0745999813079834,1.0742000341415405,1.0745400190353394,1.0745400190353394,0
2020-08-28 00:54:00+01:00,1.0743999481201172,1.0745699405670166,1.0742000341415405,1.0744999647140503,1.0744999647140503,0
