Date,Open,High,Low,Close,Adj Close,Volume
2017-12-06,1.18343186378479,1.18343186378479,1.1820330619812012,1.1823126077651978,1.1823126077651978,0
2017-12-06,1.1824523210525513,1.1832919120788574,1.1823126077651978,1.1830118894577026,1.1830118894577026,0
2017-12-06,1.1830118894577026,1.1832919120788574,1.1830118894577026,1.1831519603729248,1.1831519603729248,0
2017-12-06,1.1831519603729248,1.1848341226577759,1.1831519603729248,1.1846938133239746,1.1846938133239746,0
2017-12-06,1.1845533847808838,1.1851149797439575,1.1842728853225708,1.1842728853225708,1.1842728853225708,0
2017-12-06,1.1842728853225708,1.1848341226577759,1.1839923858642578,1.1846938133239746,1.1846938133239746,0
2017-12-06,1.1846938133239746,1.1846938133239746,1.183712124824524,1.1838523149490356,1.1838523149490356,0
2017-12-06,1.1838523149490356,1.1842728853225708,1.1823126077651978,1.1828720569610596,1.1828720569610596,0
2017-12-06,1.1830118894577026,1.18343186378479,1.1817537546157837,1.182732105255127,1.182732105255127,0
2017-12-06,1.1823126077651978,1.1828720569610596,1.1817537546157837,1.1828720569610596,1.1828720569610596,0
2017-12-06,1.1828720569610596,1.1835720539093018,1.1825922727584839,1.182732105255127,1.182732105255127,0
2017-12-06,1.1831519603729248,1.1831519603729248,1.1813349723815918,1.1814744472503662,1.1814744472503662,0
2017-12-06,1.1814744472503662,1.1817537546157837,1.1810559034347534,1.1817537546157837,1.1817537546157837,0
2017-12-06,1.1816140413284302,1.182732105255127,1.1807769536972046,1.1809163093566895,1.1809163093566895,0
2017-12-06,1.1809163093566895,1.1809163093566895,1.1791062355041504,1.1791062355041504,1.1791062355041504,0
2017-12-06,1.1789672374725342,1.1802195310592651,1.1789672374725342,1.1793843507766724,1.1793843507766724,0
2017-12-06,1.1791062355041504,1.1798018217086792,1.178550362586975,1.1793843507766724,1.1793843507766724,0
2017-12-06,1.1793843507766724,1.1798018217086792,1.178828239440918,1.1795234680175781,1.1795234680175781,0
2017-12-06,1.1796625852584839,1.1800801753997803,1.1793843507766724,1.1796625852584839,1.1796625852584839,0
2017-12-06,1.1795234680175781,1.1800801753997803,1.1793843507766724,1.1793843507766724,1.1793843507766724,0
2017-12-06,1.1795234680175781,1.1802195310592651,1.1795234680175781,1.1800801753997803,1.1800801753997803,0
2017-12-06,1.179940938949585,1.179940938949585,1.1795234680175781,1.179940938949585,1.179940938949585,0
2017-12-06,1.179940938949585,1.1809163093566895,1.1798018217086792,1.1806375980377197,1.1806375980377197,0
2017-12-06,1.1806375980377197,1.1811953783035278,1.1806375980377197,1.1807769536972046,1.1807769536972046,0
2017-12-07,1.1807769536972046,1.1809163093566895,1.179940938949585,1.179940938949585,1.179940938949585,0
2017-12-07,1.179940938949585,1.18035888671875,1.1796625852584839,1.1802195310592651,1.1802195310592651,0
2017-12-07,1.1802195310592651,1.1806375980377197,1.179940938949585,1.18035888671875,1.18035888671875,0
2017-12-07,1.18035888671875,1.1807769536972046,1.18035888671875,1.1807769536972046,1.1807769536972046,0
