DateTime,Open,High,Low,Close
2020-09-14 21:49:00,1.18663,1.18668,1.18661,1.18663
2020-09-14 21:50:00,1.18663,1.18664,1.18655,1.18663
2020-09-14 21:51:00,1.18663,1.18668,1.18661,1.18664
2020-09-14 21:52:00,1.18664,1.18665,1.1866,1.18661
2020-09-14 21:53:00,1.18661,1.18663,1.1866,1.18663
2020-09-14 21:54:00,1.18663,1.18664,1.18657,1.18657
2020-09-14 21:55:00,1.18657,1.18659,1.18654,1.18656
2020-09-14 21:56:00,1.18656,1.18662,1.18655,1.1866
2020-09-14 21:57:00,1.1866,1.18662,1.18653,1.18659
2020-09-14 21:58:00,1.18659,1.18662,1.18656,1.18657
2020-09-14 21:59:00,1.18657,1.18659,1.18652,1.18654
2020-09-14 22:00:00,1.18654,1.18659,1.1865,1.1865
2020-09-14 22:01:00,1.1865,1.18666,1.1865,1.18661
2020-09-14 22:02:00,1.18661,1.18663,1.18655,1.18662
2020-09-14 22:03:00,1.18662,1.18663,1.1866,1.1866
2020-09-14 22:04:00,1.1866,1.18666,1.1866,1.18666
2020-09-14 22:05:00,1.18666,1.1867,1.18657,1.1866
2020-09-14 22:06:00,1.1866,1.18662,1.18659,1.18659
2020-09-14 22:07:00,1.18659,1.18671,1.18659,1.18666
2020-09-14 22:08:00,1.18666,1.18666,1.18663,1.18665
2020-09-14 22:09:00,1.18665,1.18674,1.18665,1.18672
2020-09-14 22:10:00,1.18672,1.18675,1.18671,1.18671
2020-09-14 22:11:00,1.18671,1.18675,1.18671,1.18673
2020-09-14 22:12:00,1.18673,1.18675,1.18673,1.18675
2020-09-14 22:13:00,1.18675,1.18675,1.18668,1.1867
2020-09-14 22:14:00,1.1867,1.1867,1.18665,1.18665
2020-09-14 22:15:00,1.18665,1.18665,1.18662,1.18663
2020-09-14 22:16:00,1.18663,1.18668,1.18663,1.18665
2020-09-14 22:17:00,1.18665,1.18666,1.18662,1.18662
2020-09-14 22:18:00,1.18662,1.18666,1.18662,1.18665
2020-09-14 22:19:00,1.18665,1.18665,1.18662,1.18663
2020-09-14 22:20:00,1.18663,1.18666,1.18663,1.18665
2020-09-14 22:21:00,1.18665,1.18665,1.18663,1.18664
2020-09-14 22:22:00,1.18664,1.18675,1.18664,1.18675
2020-09-14 22:23:00,1.18675,1.18675,1.18672,1.18675
2020-09-14 22:24:00,1.18675,1.18675,1.18671,1.18672
2020-09-14 22:25:00,1.18672,1.18675,1.18668,1.1867
2020-09-14 22:26:00,1.1867,1.18671,1.18666,1.18666
2020-09-14 22:27:00,1.18666,1.18669,1.18663,1.18664
2020-09-14 22:28:00,1.18664,1.18665,1.18663,1.18665
2020-09-14 22:29:00,1.18665,1.18666,1.18663,1.18666
2020-09-14 22:30:00,1.18666,1.18666,1.18666,1.18666
2020-09-14 22:31:00,1.18666,1.18668,1.18662,1.18666
2020-09-14 22:32:00,1.18666,1.18675,1.18666,1.18675
2020-09-14 22:33:00,1.18675,1.18675,1.18671,1.18673
2020-09-14 22:34:00,1.18673,1.18674,1.1867,1.18672
2020-09-14 22:35:00,1.18672,1.18675,1.1867,1.18673
2020-09-14 22:36:00,1.18673,1.18675,1.18673,1.18675
2020-09-14 22:37:00,1.18675,1.18675,1.18674,1.18675
2020-09-14 22:38:00,1.18675,1.18675,1.18673,1.18673
2020-09-14 22:39:00,1.18673,1.18683,1.1867,1.18675
2020-09-14 22:40:00,1.18675,1.18675,1.18672,1.18673
2020-09-14 22:41:00,1.18673,1.18673,1.18666,1.18666
2020-09-14 22:42:00,1.18666,1.18672,1.18665,1.18668
2020-09-14 22:43:00,1.18668,1.1867,1.18668,1.18668
2020-09-14 22:44:00,1.18668,1.18668,1.18666,1.18668
2020-09-14 22:45:00,1.18668,1.18671,1.18662,1.18662
2020-09-14 22:46:00,1.18662,1.18672,1.18662,1.1867
2020-09-14 22:47:00,1.1867,1.18678,1.1867,1.18678
2020-09-14 22:48:00,1.18678,1.18678,1.18666,1.18671
2020-09-14 22:49:00,1.18671,1.18673,1.18671,1.18671
2020-09-14 22:50:00,1.18671,1.18674,1.18666,1.18666
2020-09-14 22:51:00,1.18666,1.18678,1.18666,1.18677
2020-09-14 22:52:00,1.18677,1.18682,1.18673,1.18682
2020-09-14 22:53:00,1.18682,1.18682,1.18678,1.18679
2020-09-14 22:54:00,1.18679,1.18686,1.18679,1.18686
2020-09-14 22:55:00,1.18686,1.18686,1.18682,1.18682
2020-09-14 22:56:00,1.18682,1.18686,1.18682,1.18683
2020-09-14 22:57:00,1.18683,1.18685,1.18683,1.18685
2020-09-14 22:58:00,1.18685,1.18685,1.18683,1.18683
2020-09-14 22:59:00,1.18683,1.18684,1.18675,1.18678
2020-09-14 23:00:00,1.18678,1.18683,1.18675,1.18683
2020-09-14 23:01:00,1.18683,1.18683,1.18679,1.18679
2020-09-14 23:02:00,1.18679,1.18679,1.18675,1.18677
2020-09-14 23:03:00,1.18677,1.18677,1.18672,1.18674
2020-09-14 23:04:00,1.18674,1.18674,1.18669,1.18674
2020-09-14 23:05:00,1.18674,1.18675,1.18673,1.18675
2020-09-14 23:06:00,1.18675,1.18675,1.18674,1.18675
2020-09-14 23:07:00,1.18675,1.18675,1.18674,1.18674
2020-09-14 23:08:00,1.18674,1.18674,1.18672,1.18674
2020-09-14 23:09:00,1.18674,1.18678,1.18663,1.18665
2020-09-14 23:10:00,1.18665,1.1867,1.18664,1.18669
2020-09-14 23:11:00,1.18669,1.1867,1.18664,1.18664
2020-09-14 23:12:00,1.18664,1.18666,1.18663,1.18666
2020-09-14 23:13:00,1.18666,1.18668,1.18666,1.18666
2020-09-14 23:14:00,1.18666,1.18668,1.18664,1.18665
2020-09-14 23:15:00,1.18665,1.18666,1.18663,1.18663
2020-09-14 23:16:00,1.18663,1.18663,1.18657,1.18659
2020-09-14 23:17:00,1.18659,1.1866,1.18654,1.18655
2020-09-14 23:18:00,1.18655,1.18655,1.18653,1.18653
2020-09-14 23:19:00,1.18653,1.18654,1.18651,1.18653
2020-09-14 23:20:00,1.18653,1.18656,1.18653,1.18656
2020-09-14 23:21:00,1.18656,1.18663,1.18656,1.18659
2020-09-14 23:22:00,1.18659,1.18664,1.18659,1.18664
2020-09-14 23:23:00,1.18664,1.18664,1.18659,1.18659
2020-09-14 23:24:00,1.18659,1.18665,1.18659,1.18664
2020-09-14 23:25:00,1.18664,1.18665,1.18659,1.1866
2020-09-14 23:26:00,1.1866,1.1866,1.18659,1.18659
2020-09-14 23:27:00,1.18659,1.18659,1.18659,1.18659
2020-09-14 23:28:00,1.18659,1.18665,1.18659,1.18664
2020-09-14 23:29:00,1.18664,1.18665,1.18664,1.18664
2020-09-14 23:30:00,1.18664,1.18665,1.18663,1.18664
2020-09-14 23:31:00,1.18664,1.18665,1.18663,1.18663
2020-09-14 23:32:00,1.18663,1.18664,1.18662,1.18663
2020-09-14 23:33:00,1.18663,1.18672,1.18661,1.18672
2020-09-14 23:34:00,1.18672,1.18673,1.18672,1.18672
2020-09-14 23:35:00,1.18672,1.18674,1.18672,1.18674
2020-09-14 23:36:00,1.18674,1.18677,1.18673,1.18675
2020-09-14 23:37:00,1.18675,1.18675,1.18674,1.18675
2020-09-14 23:38:00,1.18675,1.18675,1.18675,1.18675
2020-09-14 23:39:00,1.18675,1.18679,1.18675,1.18675
2020-09-14 23:40:00,1.18675,1.18675,1.18668,1.18669
2020-09-14 23:41:00,1.18669,1.18673,1.18666,1.18671
2020-09-14 23:42:00,1.18671,1.18674,1.18668,1.18673
2020-09-14 23:43:00,1.18673,1.18673,1.18672,1.18673
2020-09-14 23:44:00,1.18673,1.18675,1.18673,1.18673
2020-09-14 23:45:00,1.18673,1.18675,1.18673,1.18675
2020-09-14 23:46:00,1.18675,1.18675,1.18673,1.18674
2020-09-14 23:47:00,1.18674,1.18674,1.18672,1.18672
2020-09-14 23:48:00,1.18672,1.18675,1.18672,1.18675
2020-09-14 23:49:00,1.18675,1.18678,1.18674,1.18678
2020-09-14 23:50:00,1.18678,1.18679,1.18675,1.18679
2020-09-14 23:51:00,1.18679,1.1868,1.18675,1.18678
2020-09-14 23:52:00,1.18678,1.18679,1.18677,1.18679
2020-09-14 23:53:00,1.18679,1.18679,1.18675,1.18677
2020-09-14 23:54:00,1.18677,1.18679,1.18677,1.18677
2020-09-14 23:55:00,1.18677,1.18679,1.18677,1.18679
2020-09-14 23:56:00,1.18679,1.18679,1.18675,1.18678
2020-09-14 23:57:00,1.18678,1.18679,1.18677,1.18678
2020-09-14 23:58:00,1.18678,1.18679,1.18677,1.18677
2020-09-14 23:59:00,1.18677,1.18677,1.18662,1.18672
2020-09-15 00:00:00,1.18672,1.18674,1.18652,1.18666
2020-09-15 00:01:00,1.18666,1.18675,1.18664,1.18674
2020-09-15 00:02:00,1.18674,1.18698,1.18674,1.18695
2020-09-15 00:03:00,1.18695,1.18701,1.18687,1.18687
2020-09-15 00:04:00,1.18687,1.18692,1.18684,1.18692
2020-09-15 00:05:00,1.18692,1.18692,1.18675,1.18675
2020-09-15 00:06:00,1.18675,1.18684,1.18675,1.18683
2020-09-15 00:07:00,1.18683,1.18687,1.18678,1.18678
2020-09-15 00:08:00,1.18678,1.18683,1.18668,1.1868
2020-09-15 00:09:00,1.1868,1.1868,1.18657,1.18662
2020-09-15 00:10:00,1.18662,1.18663,1.18647,1.18653
2020-09-15 00:11:00,1.18653,1.18655,1.18649,1.18653
2020-09-15 00:12:00,1.18653,1.18662,1.18635,1.18637
2020-09-15 00:13:00,1.18637,1.1864,1.18626,1.18635
2020-09-15 00:14:00,1.18635,1.18643,1.18633,1.18638
2020-09-15 00:15:00,1.18638,1.18639,1.18618,1.18619
2020-09-15 00:16:00,1.18619,1.18628,1.18616,1.18627
2020-09-15 00:17:00,1.18627,1.18628,1.18622,1.18628
2020-09-15 00:18:00,1.18628,1.18634,1.18628,1.18634
2020-09-15 00:19:00,1.18634,1.18634,1.18627,1.18628
2020-09-15 00:20:00,1.18628,1.18628,1.18616,1.18616
2020-09-15 00:21:00,1.18616,1.18622,1.18615,1.18622
2020-09-15 00:22:00,1.18622,1.18626,1.18622,1.18624
2020-09-15 00:23:00,1.18624,1.18624,1.18599,1.18601
2020-09-15 00:24:00,1.18601,1.18607,1.18587,1.18596
2020-09-15 00:25:00,1.18596,1.18611,1.18591,1.18596
2020-09-15 00:26:00,1.18596,1.18602,1.18594,1.18602
2020-09-15 00:27:00,1.18602,1.18607,1.18602,1.18606
2020-09-15 00:28:00,1.18606,1.18613,1.18604,1.18613
2020-09-15 00:29:00,1.18613,1.18619,1.1861,1.18613
2020-09-15 00:30:00,1.18613,1.18627,1.18613,1.18625
2020-09-15 00:31:00,1.18625,1.18629,1.18622,1.18624
2020-09-15 00:32:00,1.18624,1.18628,1.18622,1.18627
2020-09-15 00:33:00,1.18627,1.18635,1.18618,1.1863
2020-09-15 00:34:00,1.1863,1.18634,1.18628,1.18631
2020-09-15 00:35:00,1.18631,1.18642,1.18631,1.1864
2020-09-15 00:36:00,1.1864,1.18664,1.18639,1.1866
2020-09-15 00:37:00,1.1866,1.18664,1.18646,1.18649
2020-09-15 00:38:00,1.18649,1.18659,1.18648,1.18657
2020-09-15 00:39:00,1.18657,1.18659,1.18652,1.18654
2020-09-15 00:40:00,1.18654,1.18657,1.18654,1.18656
2020-09-15 00:41:00,1.18656,1.18656,1.18653,1.18654
2020-09-15 00:42:00,1.18654,1.18654,1.18643,1.18646
2020-09-15 00:43:00,1.18646,1.18652,1.18646,1.18651
2020-09-15 00:44:00,1.18651,1.18655,1.18649,1.1865
2020-09-15 00:45:00,1.1865,1.18654,1.18636,1.18636
2020-09-15 00:46:00,1.18636,1.18643,1.18633,1.18643
2020-09-15 00:47:00,1.18643,1.18649,1.18637,1.18644
2020-09-15 00:48:00,1.18644,1.18645,1.1864,1.18644
2020-09-15 00:49:00,1.18644,1.1865,1.1864,1.18649
2020-09-15 00:50:00,1.18649,1.18659,1.18649,1.18659
2020-09-15 00:51:00,1.18659,1.18668,1.18657,1.18664
2020-09-15 00:52:00,1.18664,1.18682,1.18664,1.18679
2020-09-15 00:53:00,1.18679,1.18688,1.18675,1.18682
2020-09-15 00:54:00,1.18682,1.18686,1.18668,1.18685
2020-09-15 00:55:00,1.18685,1.18689,1.1867,1.1867
2020-09-15 00:56:00,1.1867,1.18679,1.1867,1.18678
2020-09-15 00:57:00,1.18678,1.18678,1.18666,1.18677
2020-09-15 00:58:00,1.18677,1.18679,1.18669,1.18679
2020-09-15 00:59:00,1.18679,1.18688,1.18678,1.18685
2020-09-15 01:00:00,1.18685,1.18689,1.18675,1.18679
2020-09-15 01:01:00,1.18679,1.18695,1.18679,1.18684
2020-09-15 01:02:00,1.18684,1.18684,1.18677,1.18679
2020-09-15 01:03:00,1.18679,1.1868,1.18675,1.18675
2020-09-15 01:04:00,1.18675,1.18675,1.1866,1.18671
2020-09-15 01:05:00,1.18671,1.18674,1.18649,1.18654
2020-09-15 01:06:00,1.18654,1.18662,1.18644,1.18659
2020-09-15 01:07:00,1.18659,1.1867,1.18659,1.18659
2020-09-15 01:08:00,1.18659,1.18659,1.18641,1.18641
2020-09-15 01:09:00,1.18641,1.18646,1.18641,1.18644
2020-09-15 01:10:00,1.18644,1.18661,1.18644,1.18654
2020-09-15 01:11:00,1.18654,1.18664,1.18653,1.1866
2020-09-15 01:12:00,1.1866,1.18666,1.18655,1.1866
2020-09-15 01:13:00,1.1866,1.18666,1.18659,1.18663
2020-09-15 01:14:00,1.18663,1.18666,1.18656,1.18657
2020-09-15 01:15:00,1.18657,1.18668,1.1865,1.1866
2020-09-15 01:16:00,1.1866,1.18681,1.18659,1.18674
2020-09-15 01:17:00,1.18674,1.18674,1.18662,1.18668
2020-09-15 01:18:00,1.18668,1.18678,1.18668,1.18677
2020-09-15 01:19:00,1.18677,1.1869,1.18677,1.18688
2020-09-15 01:20:00,1.18688,1.18704,1.18684,1.18696
2020-09-15 01:21:00,1.18696,1.18715,1.18691,1.18709
2020-09-15 01:22:00,1.18709,1.1872,1.18704,1.18716
2020-09-15 01:23:00,1.18716,1.1873,1.18712,1.1873
2020-09-15 01:24:00,1.1873,1.1873,1.18718,1.18722
2020-09-15 01:25:00,1.18722,1.18724,1.18712,1.18713
2020-09-15 01:26:00,1.18713,1.18716,1.1871,1.18715
2020-09-15 01:27:00,1.18715,1.18717,1.18714,1.18714
2020-09-15 01:28:00,1.18714,1.18714,1.18707,1.1871
2020-09-15 01:29:00,1.1871,1.1871,1.18694,1.18696
2020-09-15 01:30:00,1.18696,1.18726,1.18696,1.18725
2020-09-15 01:31:00,1.18725,1.18726,1.18712,1.1872
2020-09-15 01:32:00,1.1872,1.18735,1.18715,1.18734
2020-09-15 01:33:00,1.18734,1.18734,1.18701,1.18701
2020-09-15 01:34:00,1.18701,1.18704,1.18691,1.18701
2020-09-15 01:35:00,1.18701,1.18701,1.1869,1.18698
2020-09-15 01:36:00,1.18698,1.18699,1.18691,1.18694
2020-09-15 01:37:00,1.18694,1.18703,1.18687,1.18701
2020-09-15 01:38:00,1.18701,1.1871,1.18692,1.18705
2020-09-15 01:39:00,1.18705,1.18706,1.18692,1.18701
2020-09-15 01:40:00,1.18701,1.18715,1.18701,1.1871
2020-09-15 01:41:00,1.1871,1.1871,1.18701,1.18706
2020-09-15 01:42:00,1.18706,1.18734,1.18706,1.18724
2020-09-15 01:43:00,1.18724,1.18724,1.18714,1.18714
2020-09-15 01:44:00,1.18714,1.18714,1.18701,1.1871
2020-09-15 01:45:00,1.1871,1.18712,1.18707,1.1871
2020-09-15 01:46:00,1.1871,1.1873,1.18708,1.18727
2020-09-15 01:47:00,1.18727,1.18733,1.18724,1.18728
2020-09-15 01:48:00,1.18728,1.18744,1.18728,1.18736
2020-09-15 01:49:00,1.18736,1.18754,1.18736,1.18752
2020-09-15 01:50:00,1.18752,1.18759,1.18745,1.18754
2020-09-15 01:51:00,1.18754,1.18759,1.18745,1.18752
2020-09-15 01:52:00,1.18752,1.1876,1.18743,1.18751
2020-09-15 01:53:00,1.18751,1.1876,1.18751,1.1876
2020-09-15 01:54:00,1.1876,1.1876,1.18752,1.18754
2020-09-15 01:55:00,1.18754,1.18756,1.18745,1.18749
2020-09-15 01:56:00,1.18749,1.18761,1.18744,1.18752
2020-09-15 01:57:00,1.18752,1.1876,1.18749,1.18758
2020-09-15 01:58:00,1.18758,1.18759,1.18754,1.18757
2020-09-15 01:59:00,1.18757,1.18757,1.18738,1.18738
2020-09-15 02:00:00,1.18738,1.18753,1.18736,1.1875
2020-09-15 02:01:00,1.1875,1.18752,1.18745,1.18751
2020-09-15 02:02:00,1.18751,1.1876,1.18745,1.18757
2020-09-15 02:03:00,1.18757,1.18758,1.18738,1.18745
2020-09-15 02:04:00,1.18745,1.18752,1.18742,1.18748
2020-09-15 02:05:00,1.18748,1.1875,1.18736,1.18739
2020-09-15 02:06:00,1.18739,1.18754,1.18739,1.18754
2020-09-15 02:07:00,1.18754,1.18768,1.18753,1.18765
2020-09-15 02:08:00,1.18765,1.18767,1.18757,1.18767
2020-09-15 02:09:00,1.18767,1.18768,1.18754,1.1876
2020-09-15 02:10:00,1.1876,1.18762,1.18758,1.18761
2020-09-15 02:11:00,1.18761,1.18761,1.18757,1.18757
2020-09-15 02:12:00,1.18757,1.18768,1.18757,1.18768
2020-09-15 02:13:00,1.18768,1.18782,1.18767,1.18782
2020-09-15 02:14:00,1.18782,1.18803,1.18782,1.18793
2020-09-15 02:15:00,1.18793,1.18805,1.18782,1.18801
2020-09-15 02:16:00,1.18801,1.18801,1.18785,1.18789
2020-09-15 02:17:00,1.18789,1.18794,1.18787,1.18792
2020-09-15 02:18:00,1.18792,1.18793,1.18773,1.18773
2020-09-15 02:19:00,1.18773,1.18801,1.18773,1.18801
2020-09-15 02:20:00,1.18801,1.18806,1.18794,1.18797
2020-09-15 02:21:00,1.18797,1.18798,1.18782,1.18787
2020-09-15 02:22:00,1.18787,1.18806,1.18785,1.18805
2020-09-15 02:23:00,1.18805,1.18809,1.18805,1.18808
2020-09-15 02:24:00,1.18808,1.18818,1.18808,1.18818
2020-09-15 02:25:00,1.18818,1.18821,1.18811,1.18811
2020-09-15 02:26:00,1.18811,1.18815,1.18805,1.18808
2020-09-15 02:27:00,1.18808,1.18815,1.18805,1.18807
2020-09-15 02:28:00,1.18807,1.18815,1.18803,1.18807
2020-09-15 02:29:00,1.18807,1.18808,1.18798,1.18802
2020-09-15 02:30:00,1.18802,1.18814,1.18802,1.18805
2020-09-15 02:31:00,1.18805,1.18809,1.18799,1.18805
2020-09-15 02:32:00,1.18805,1.18805,1.18784,1.18787
2020-09-15 02:33:00,1.18787,1.18789,1.18779,1.18783
2020-09-15 02:34:00,1.18783,1.18796,1.18783,1.18795
2020-09-15 02:35:00,1.18795,1.18801,1.18789,1.18791
2020-09-15 02:36:00,1.18791,1.188,1.18787,1.18798
2020-09-15 02:37:00,1.18798,1.18798,1.18789,1.18789
2020-09-15 02:38:00,1.18789,1.18797,1.18789,1.18795
2020-09-15 02:39:00,1.18795,1.188,1.18794,1.188
2020-09-15 02:40:00,1.188,1.188,1.18793,1.18798
2020-09-15 02:41:00,1.18798,1.18802,1.18796,1.18801
2020-09-15 02:42:00,1.18801,1.18807,1.18797,1.18806
2020-09-15 02:43:00,1.18806,1.18808,1.18801,1.18804
2020-09-15 02:44:00,1.18804,1.18806,1.18796,1.18797
2020-09-15 02:45:00,1.18797,1.18801,1.18787,1.18788
2020-09-15 02:46:00,1.18788,1.18788,1.18779,1.1878
2020-09-15 02:47:00,1.1878,1.18787,1.18779,1.18784
2020-09-15 02:48:00,1.18784,1.18787,1.1878,1.18787
2020-09-15 02:49:00,1.18787,1.18787,1.18785,1.18785
2020-09-15 02:50:00,1.18785,1.18787,1.18783,1.18785
2020-09-15 02:51:00,1.18785,1.18788,1.18784,1.18786
2020-09-15 02:52:00,1.18786,1.18789,1.18784,1.18787
2020-09-15 02:53:00,1.18787,1.18795,1.18787,1.18789
2020-09-15 02:54:00,1.18789,1.18789,1.18779,1.1878
2020-09-15 02:55:00,1.1878,1.18783,1.1878,1.18783
2020-09-15 02:56:00,1.18783,1.18797,1.18782,1.18796
2020-09-15 02:57:00,1.18796,1.18805,1.18793,1.18796
2020-09-15 02:58:00,1.18796,1.18797,1.18791,1.18791
2020-09-15 02:59:00,1.18791,1.18806,1.18791,1.18803
2020-09-15 03:00:00,1.18803,1.18824,1.18803,1.18822
2020-09-15 03:01:00,1.18822,1.18833,1.18819,1.18833
2020-09-15 03:02:00,1.18833,1.18842,1.18828,1.18841
2020-09-15 03:03:00,1.18841,1.18863,1.1884,1.18846
2020-09-15 03:04:00,1.18846,1.18856,1.18844,1.1885
2020-09-15 03:05:00,1.1885,1.18859,1.1885,1.18852
2020-09-15 03:06:00,1.18852,1.18856,1.18845,1.1885
2020-09-15 03:07:00,1.1885,1.18859,1.18846,1.18858
2020-09-15 03:08:00,1.18858,1.18859,1.1885,1.18854
2020-09-15 03:09:00,1.18854,1.18859,1.1885,1.18854
2020-09-15 03:10:00,1.18854,1.18855,1.18845,1.18845
2020-09-15 03:11:00,1.18845,1.18859,1.18845,1.18855
2020-09-15 03:12:00,1.18855,1.18858,1.1885,1.18854
2020-09-15 03:13:00,1.18854,1.18868,1.18854,1.18859
2020-09-15 03:14:00,1.18859,1.18868,1.18859,1.18867
2020-09-15 03:15:00,1.18867,1.1887,1.18865,1.18868
2020-09-15 03:16:00,1.18868,1.18872,1.18863,1.18863
2020-09-15 03:17:00,1.18863,1.18863,1.1885,1.18857
2020-09-15 03:18:00,1.18857,1.18858,1.1885,1.1885
2020-09-15 03:19:00,1.1885,1.18858,1.18849,1.18856
2020-09-15 03:20:00,1.18856,1.18858,1.18852,1.18857
2020-09-15 03:21:00,1.18857,1.18873,1.18856,1.18873
2020-09-15 03:22:00,1.18873,1.18876,1.1887,1.18874
2020-09-15 03:23:00,1.18874,1.18874,1.18858,1.18863
2020-09-15 03:24:00,1.18863,1.18872,1.18859,1.18872
2020-09-15 03:25:00,1.18872,1.18874,1.18871,1.18874
2020-09-15 03:26:00,1.18874,1.18878,1.18872,1.18872
2020-09-15 03:27:00,1.18872,1.18906,1.18872,1.18906
2020-09-15 03:28:00,1.18906,1.18906,1.1888,1.18886
2020-09-15 03:29:00,1.18886,1.18892,1.18885,1.18892
2020-09-15 03:30:00,1.18892,1.18892,1.18882,1.18883
2020-09-15 03:31:00,1.18883,1.18884,1.18876,1.18879
2020-09-15 03:32:00,1.18879,1.18898,1.18879,1.18889
2020-09-15 03:33:00,1.18889,1.1889,1.18884,1.18886
2020-09-15 03:34:00,1.18886,1.18886,1.18873,1.18876
2020-09-15 03:35:00,1.18876,1.18887,1.18875,1.18886
2020-09-15 03:36:00,1.18886,1.18889,1.18882,1.18882
2020-09-15 03:37:00,1.18882,1.18888,1.18881,1.18882
2020-09-15 03:38:00,1.18882,1.18888,1.18879,1.18886
2020-09-15 03:39:00,1.18886,1.18887,1.18878,1.18879
2020-09-15 03:40:00,1.18879,1.18889,1.18879,1.18888
2020-09-15 03:41:00,1.18888,1.18892,1.18881,1.18881
2020-09-15 03:42:00,1.18881,1.18887,1.18881,1.18884
2020-09-15 03:43:00,1.18884,1.18889,1.18882,1.18885
2020-09-15 03:44:00,1.18885,1.18903,1.18885,1.18903
2020-09-15 03:45:00,1.18903,1.18907,1.18891,1.18892
2020-09-15 03:46:00,1.18892,1.18893,1.18889,1.1889
2020-09-15 03:47:00,1.1889,1.18892,1.18887,1.18887
2020-09-15 03:48:00,1.18887,1.18889,1.18885,1.18885
2020-09-15 03:49:00,1.18885,1.18891,1.18882,1.18885
2020-09-15 03:50:00,1.18885,1.18888,1.18883,1.18888
2020-09-15 03:51:00,1.18888,1.18903,1.18887,1.18903
2020-09-15 03:52:00,1.18903,1.18907,1.18902,1.18905
2020-09-15 03:53:00,1.18905,1.18905,1.18898,1.18899
2020-09-15 03:54:00,1.18899,1.18901,1.18893,1.18894
2020-09-15 03:55:00,1.18894,1.18901,1.18891,1.18893
2020-09-15 03:56:00,1.18893,1.18898,1.1889,1.18898
2020-09-15 03:57:00,1.18898,1.18898,1.18889,1.18891
2020-09-15 03:58:00,1.18891,1.18893,1.18884,1.18893
2020-09-15 03:59:00,1.18893,1.18894,1.18888,1.18888
2020-09-15 04:00:00,1.18888,1.1889,1.18885,1.18887
2020-09-15 04:01:00,1.18887,1.18887,1.18885,1.18886
2020-09-15 04:02:00,1.18886,1.18887,1.18875,1.18876
2020-09-15 04:03:00,1.18876,1.18883,1.18876,1.18881
2020-09-15 04:04:00,1.18881,1.18881,1.18879,1.1888
2020-09-15 04:05:00,1.1888,1.18898,1.18879,1.18898
2020-09-15 04:06:00,1.18898,1.18898,1.18888,1.18894
2020-09-15 04:07:00,1.18894,1.18897,1.18891,1.18891
2020-09-15 04:08:00,1.18891,1.18891,1.18887,1.1889
2020-09-15 04:09:00,1.1889,1.18893,1.18889,1.18892
2020-09-15 04:10:00,1.18892,1.18893,1.18888,1.18892
2020-09-15 04:11:00,1.18892,1.18898,1.1889,1.18893
2020-09-15 04:12:00,1.18893,1.18896,1.18893,1.18894
2020-09-15 04:13:00,1.18894,1.18911,1.18893,1.18909
2020-09-15 04:14:00,1.18909,1.18912,1.18909,1.18911
2020-09-15 04:15:00,1.18911,1.18911,1.18903,1.18905
2020-09-15 04:16:00,1.18905,1.18905,1.18896,1.18899
2020-09-15 04:17:00,1.18899,1.18908,1.18897,1.18908
