Datetime,Open,High,Low,Close,Adj Close,Volume
2020-08-27 09:46:00-04:00,1640.02001953125,1640.02001953125,1640.02001953125,1640.02001953125,1640.02001953125,177675
2020-08-27 09:47:00-04:00,1636.39501953125,1640.239990234375,1636.39501953125,1639.7850341796875,1639.7850341796875,9781
2020-08-27 09:48:00-04:00,1638.6500244140625,1638.6500244140625,1635.0,1635.0,1635.0,6583
2020-08-27 09:49:00-04:00,1634.8900146484375,1636.9998779296875,1634.1800537109375,1636.010009765625,1636.010009765625,4501
2020-08-27 09:50:00-04:00,1635.7550048828125,1636.27001953125,1633.5999755859375,1635.4549560546875,1635.4549560546875,5659
2020-08-27 09:51:00-04:00,1636.1099853515625,1637.2900390625,1635.2225341796875,1637.1300048828125,1637.1300048828125,6240
2020-08-27 09:52:00-04:00,1637.54833984375,1639.47802734375,1637.54833984375,1639.1300048828125,1639.1300048828125,3009
2020-08-27 09:53:00-04:00,1638.9300537109375,1642.375,1638.7099609375,1642.375,1642.375,6892
2020-08-27 09:54:00-04:00,1641.2947998046875,1641.739990234375,1639.7740478515625,1639.7740478515625,1639.7740478515625,3119
2020-08-27 09:55:00-04:00,1640.010009765625,1643.405029296875,1640.0,1643.405029296875,1643.405029296875,47732
2020-08-27 09:56:00-04:00,1642.449951171875,1642.844970703125,1642.449951171875,1642.844970703125,1642.844970703125,1348
2020-08-27 09:57:00-04:00,1641.967041015625,1642.31884765625,1641.4100341796875,1641.8399658203125,1641.8399658203125,4551
2020-08-27 09:58:00-04:00,1641.416259765625,1641.416259765625,1638.530029296875,1640.0699462890625,1640.0699462890625,7289
2020-08-27 09:59:00-04:00,1638.3199462890625,1639.7281494140625,1636.56005859375,1637.199951171875,1637.199951171875,2441
2020-08-27 10:00:00-04:00,1639.0799560546875,1639.0799560546875,1635.0,1635.06005859375,1635.06005859375,6858
2020-08-27 10:01:00-04:00,1634.7872314453125,1635.9300537109375,1634.7872314453125,1635.065185546875,1635.065185546875,2568
2020-08-27 10:02:00-04:00,1635.7606201171875,1637.85498046875,1635.72998046875,1635.8199462890625,1635.8199462890625,4191
2020-08-27 10:03:00-04:00,1637.3199462890625,1637.3199462890625,1635.0,1635.0,1635.0,53203
2020-08-27 10:04:00-04:00,1635.9000244140625,1635.93505859375,1634.0,1635.1500244140625,1635.1500244140625,6743
2020-08-27 10:05:00-04:00,1634.0,1634.0,1629.93994140625,1632.3199462890625,1632.3199462890625,9698
2020-08-27 10:06:00-04:00,1630.46630859375,1631.4404296875,1630.02001953125,1631.4404296875,1631.4404296875,3360
2020-08-27 10:07:00-04:00,1632.739990234375,1632.75,1632.5400390625,1632.75,1632.75,1534
2020-08-27 10:08:00-04:00,1635.5799560546875,1636.280029296875,1634.989990234375,1635.219970703125,1635.219970703125,4957
2020-08-27 10:09:00-04:00,1632.489990234375,1635.199951171875,1632.0799560546875,1634.6600341796875,1634.6600341796875,8364
2020-08-27 10:10:00-04:00,1634.18994140625,1635.56005859375,1632.6800537109375,1632.6800537109375,1632.6800537109375,5365
2020-08-27 10:11:00-04:00,1631.0,1631.3160400390625,1629.0,1629.0,1629.0,6657
2020-08-27 10:12:00-04:00,1630.47998046875,1630.8900146484375,1627.02001953125,1628.449951171875,1628.449951171875,6220
2020-08-27 10:13:00-04:00,1628.22998046875,1629.1993408203125,1627.280029296875,1629.025146484375,1629.025146484375,3748
2020-08-27 10:14:00-04:00,1631.199951171875,1633.3499755859375,1631.199951171875,1633.074951171875,1633.074951171875,4417
2020-08-27 10:15:00-04:00,1631.1500244140625,1633.81005859375,1631.1500244140625,1633.81005859375,1633.81005859375,3315
2020-08-27 10:16:00-04:00,1634.2799072265625,1634.2799072265625,1632.7099609375,1633.3900146484375,1633.3900146484375,3437
2020-08-27 10:17:00-04:00,1632.8199462890625,1636.280029296875,1632.8199462890625,1636.280029296875,1636.280029296875,3682
2020-08-27 10:18:00-04:00,1636.6099853515625,1638.4200439453125,1636.6099853515625,1638.3299560546875,1638.3299560546875,2194
2020-08-27 10:19:00-04:00,1638.6600341796875,1641.8682861328125,1637.56005859375,1641.4599609375,1641.4599609375,4804
2020-08-27 10:20:00-04:00,1640.719970703125,1641.0252685546875,1639.822021484375,1640.8349609375,1640.8349609375,35754
2020-08-27 10:21:00-04:00,1640.97998046875,1640.97998046875,1639.699951171875,1639.699951171875,1639.699951171875,3710
2020-08-27 10:22:00-04:00,1640.3050537109375,1642.510009765625,1640.3050537109375,1640.75,1640.75,3820
2020-08-27 10:23:00-04:00,1641.0718994140625,1641.0718994140625,1640.1400146484375,1640.800048828125,1640.800048828125,3703
2020-08-27 10:24:00-04:00,1640.9300537109375,1640.9300537109375,1638.7235107421875,1638.7235107421875,1638.7235107421875,3985
2020-08-27 10:25:00-04:00,1639.5,1640.3800048828125,1638.6300048828125,1640.3800048828125,1640.3800048828125,4216
2020-08-27 10:26:00-04:00,1639.64208984375,1641.4000244140625,1639.64208984375,1641.4000244140625,1641.4000244140625,1046
2020-08-27 10:27:00-04:00,1641.4599609375,1641.4599609375,1641.0999755859375,1641.2550048828125,1641.2550048828125,1070
2020-08-27 10:28:00-04:00,1641.2449951171875,1641.3726806640625,1640.3800048828125,1641.1300048828125,1641.1300048828125,4033
2020-08-27 10:29:00-04:00,1641.219970703125,1644.989990234375,1641.219970703125,1644.989990234375,1644.989990234375,2126
